ObjectID,GlobalID,SPEC_CHAR,LIN_NUM,Did you complete the associated Scouting Form?,Have you completed the associated Collection Equation Form?,COLL_ID,Collection Number,Seed Collection Reference Number,Alt. Collection Number,COLL_DT,adjusted_date,Did you collect on a second date?,SECOND_COLL_DT,Did you collect on additional days?,Date range,Collector Name(s),Taxa,NRCS PLANTS Code,outboxID,Approximate Number of Plants Found,Number of Plants Sampled,Collection Area Sampled in Acres,Seeds Collected From,Average Plant Height in Feet,Field Notes,Latitude,Longitude,Degree_long,Degree_lat,min_long,min_lat,long_sec,lat_sec,LATITUDE,LONGITUDE,GEOREF_SOURCE,GPS Datum,Elevation in feet,Subunit,Area within subunit,Location Details,State,County,Ecoregion Code,Seed Zone,Land owner,Non-BLM permission filed?,"Ecological Site Description, Habitat Type and/or National Vegetation Classification",Associated Species List,Modifying Factors,Describe other modifying factors,Land Form,Land Use,Geology,Approximate Slope in Degrees,Aspect,Soil Texture,SOIL_COLOR,Number of pressed specimens,Date voucher taken,Herbaria Receiving the Specimen,Identified by,Location of Identification,Date Identified,CreationDate,Creator,EditDate,Editor,Empirical Seed Zone,Ecoregion Name,Elevation in meters,NDA voucher collected?,NDA voucher number,Date Source ID application submitted to NDA?,adjusted_date2,x,y
14,5afcefbf-a549-401b-93e6-f3dd7d157912,No,,Y,Y,UT010,9,UT010-9,,7/11/2023 12:00:00 AM,7/12/2023 12:00:00 AM,Y,7/12/2023 12:00:00 AM,N,,"Aguilar-McFarlane, P., Bateman, C., Benkendorf, R.",Agrostis airoides,SPAI,UT010-9-SPAI,10000,1390,4,P,2,"Many bugs, needs to be treated.",39.6457911272913,-113.862049451433,113,39,51,38,43.3780251582186,44.8480582486678,39°38'44.848058248667826 N,113°51'43.378025158218634 E,Geopoint,WGS84,4736.86475728802,E of Partoun,S Jones road,2.4 hrs from Ely NV via US-50 E and Gandy Road. Head S on US-50 E/Great Basin Blvd for 64 mi. Turn L onto Gandy Rd/N Gandy Highway Rd and head N for 35.4 mi. Continue onto Snake Valley Rd for 6.6 mi. Turn R onto W Partoun Cutoff Rd/Rawlings Blvd and head E for 1.8 mi. Turn L onto S Jones Rd. Continue for 0.7 mi along power lines and population will be to the L/W side of the road.,Utah,Juab,13E,10 - 15 / arid,BLM,,R028AY004UT - Alkali Flat (Black Greasewood),"SAVE4,DISP,BAAM4,ACHY,ALOC2",Grazed,,Flat,"Conservation,Grazing,Multiple_Use,Rangeland,Recreation,Wildlife_Habitat",Sedimentary rock,2,W,Clay,10YR 5/3,5,7/11/2023 6:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Utah State University (UTC), Fillmore Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Day_of_Collection,7/11/2023 6:00:00 PM,7/16/2023 3:18:10 PM,112phoenixmcfarlane,9/18/2023 5:02:18 PM,sgarcia61,,Central Basin and Range,1443,N,,,,-113.862049451433,39.6457911272913
15,b82e0af3-49c3-44db-8e49-bcb1bf1f93a4,No,,Y,Y,FWS0800,46,FWS0800-46,N/A,7/11/2023 12:00:00 AM,7/11/2023 7:00:00 AM,N,,,,"S. Plants, A. Sigarroa",Achnatherum thurberianum,ACTH7,FWS0800-46-ACTH7,500000,500000,50,P,2,Some plants are in post seed and some are seeding.,41.7663171804255,-119.136520411556,119,41,8,45,11.4734816022872,58.741849531657,41°45'58.74184953165695 N,119°8'11.473481602287166 E,Geopoint,WGS84,5488.4115792759,BLM,Sheldon,"From Winnemucca take US highway 95 N for about 32 miles until the junction of 95 and 140. Take the 140 northwest (left) about 65 miles to Denio Junction. When you reach Denio Junction, turn westward to continue on the 140, following northwest toward Sheldon-Hart National Wildlife Refuge for about 25 miles. Turn south (left) on an unnamed road, marked by a Sheldon National Antelope Refuge sign, to arrive at Virgin Valley Campground. Follow the unnamed road south through the campground for about 2.5 miles until you see Virgin Valley Road. Turn southwest onto Virgin Valley Road, and continue for about 8 miles. Here, turn southwest (left) onto Sheldon Antelope Range Road, which is a rocky road heading up a hill. Follow the road southwest for about 2.35 miles to get to the point. The population is on both sides of the road once it plateaus.",Nevada,Humboldt,80E,15 - 20 / semi-arid,FWS,N,Sagebrush steppe,"ARCAB3,ELEL5,POSE,CAAM32,BRTE",Invasives,,Backslope,"Protected,Wildlife_Habitat,Multiple_Use",N/A,10,E,Silt_Loam,10YR 3/3,3,6/7/2023 7:00:00 PM,"University of Nevada, Reno; US Forest Service Humboldt-Toiyabe National Forest Supervisor’s Office; Smithsonian","Sophia Heston, FWS",From_Pressed_Specimen_on_Another_Date,7/17/2023 7:00:00 PM,7/17/2023 4:09:50 PM,averymsigarroa,9/21/2023 2:40:47 PM,kthomas3,N/A,Northern Basin and Range,1672,N,,,,-119.136520411556,41.7663171804255
16,7fa23473-70c6-4d93-b8dd-97523542eda8,No,,Y,Y,UT040,29,UT040-29,,7/18/2023 12:00:00 AM,7/19/2023 12:00:00 AM,Y,7/19/2023 12:00:00 AM,N,,"Aguilar-McFarlane, P., Bateman, C.",Crepis acuminata,CRAC2,UT040-29-CRAC2,40000,8360,1280,P,1.4,Very steep and rocky terrain ,38.1351746010938,-112.763725945627,112,38,45,8,49.4134042561825,6.62856393778782,38°8'6.628563937787817 N,112°45'49.4134042561825 E,Geopoint,WGS84,7361.21854517246,SE Minersville,Bald Hills Road,0.5 hrs from Minersville UT. Head E on Highway 21 for 8.3 miles. Take a right and head E on W Beanfarm road for 2.4 miles. Take a right turn headed S on unmarked road and stay on road for 0.6 miles. Keep left for 7 miles and turn right onto Chalk Hollow Loop for 0.1 miles then turn left onto Bald Hills Rd for 0.6 miles. Population is on E side of road about midway up hill about three acre long. Population also follows road on left hand side.,Utah,Iron,13E,10 - 15 / semi-humid,BLM,,R047XB308UT - Upland Loam (mountain big sagebrush/Indian ricegrass),"ACHY,HECO26,BASA3,ELEL5,ARCAB3","Seeded,Grazed,Invasives",,"Ridge,Depression","Conservation,Grazing,Multiple_Use,Rangeland,Recreation,Wildlife_Habitat",Granite,25,E,Sandy_Clay_Loam,10YR 2/2,4,7/5/2023 6:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Utah State University (UTC), Cedar City Field Office","L. Kitchen, Cedar City BLM",From_Pressed_Specimen_on_Another_Date,7/19/2023 6:00:00 PM,7/20/2023 7:21:46 PM,112phoenixmcfarlane,9/18/2023 4:53:17 PM,sgarcia61,,Central Basin and Range,2243,N,,,,-112.763725945627,38.1351746010938
17,c49b1f18-36e9-4dd6-9582-e393877ffc95,No,,Y,Y,FWS0800,47,FWS0800-47,N/A,7/19/2023 12:00:00 AM,7/19/2023 7:00:00 AM,N,,,,"Sigarroa, A., Plante, S.",Achnatherum thurberianum,ACTH7,FWS0800-47-ACTH7,500000,1000,100,P,2,"Plant seed heads are at different stages of ripening. Some seeds are white and have a double bent awn, while the other seeds are still green. Checked on population two days before this collection day, today they developed significantly faster within that time frame. Seeds can develop quickly so be sure to keep and eye on this species as it can be finicky. Huge beautiful populations in Sheldon to be collected from.",41.9758494012451,-119.411956742517,119,41,24,58,43.0442730614777,33.0578444824096,41°58'33.057844482409564 N,119°24'43.044273061477725 E,Geopoint,WGS84,6402.97599830553,Sheldon NWR,Round mountain,"From Winnemucca take US highway 95 N for about 32 miles until the junction of 95 and 140. Take the 140 northwest (left) about 65 miles to Denio Junction. When you reach Denio Junction, turn westward to continue on the 140, following northwest toward Sheldon-Hart National Wildlife Refuge for about 48 miles. Turn south (left) on an unnamed two track. Follow this road for 2.5 miles to reach the point. The population is on both sides of the two track.",Nevada,Washoe,80E,15 - 20 / semi-arid,FWS,N,Sagebrush steppe,"ARCAB3,ELEL5,POSE,BRTE,ERCA8,ERLA6",Invasives,,"Toeslope,Flat","Protected,Multiple_Use",N/A,3,NW,Clay_Loam,10YR 3/1,3,6/8/2023 7:00:00 PM,"Smithsonian, UNR, US Forest service Humboldt-Toiyabe National Forest Supervisor’s Office","Sophia Heston, FWS",From_Pressed_Specimen_on_Another_Date,7/17/2023 7:00:00 PM,7/20/2023 9:12:55 PM,averymsigarroa,9/21/2023 2:40:54 PM,kthomas3,N/A,Northern Basin and Range,1951,N,,,,-119.411956742517,41.9758494012451
18,291dfc39-0f03-4cb6-8943-b25fc48a0fc7,No,,Y,Y,NV010,4,NV010-4,HES5,7/17/2023 12:00:00 AM,7/18/2023 12:00:00 AM,,,,,"Sermersheim, H., Rytting, G.",Achnatherum hymenoides,ACHY,NV010-4-ACHY,100000,2000,1,P,2,,41.3553018886573,-115.757543079556,115,41,45,21,27.1550864008873,19.0867991662083,41°21'19.086799166208266 N,115°45'27.155086400887285 E,Geopoint,WGS84,6063.37214611818,Tuscarora Field Office,Adobe Range,"0.9 hrs from Elko NV via NV-225 N. Head N on NV-225 for 42.3 mi. Turn R onto unnamed road, and continue for 0.4 mi until crossing the North Folk Humboldt River. Continue for another 2.3 mi, heading E. Turn R onto another dirt road for 0.2 mi, heading N.",Nevada,Elko,13E,10 - 15 / semi-arid,BLM,,R025XY018NV - CLAYPAN 10-12 P.Z.,"ERUM,GUSA2,ARCAB3,BRTE,HECO26",Grazed,,Foothills,"Grazing,Recreation",,6,NW,Silt_Loam,10YR 3/3,4,7/17/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Bristlecone Pine Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,9/1/2023 11:31:00 PM,7/21/2023 12:17:09 AM,hazeyserm,9/18/2023 4:42:38 PM,rbenkendorf,21,Central Basin and Range,1848,Y,,,,-115.757543079556,41.3553018886573
19,9543458f-a363-461b-8ca8-5b38ec268ae6,No,,Y,Y,NV010,5,NV010-5,HES8,7/18/2023 12:00:00 AM,7/19/2023 12:00:00 AM,,,,,"Sermersheim, H., Rytting, G.",Hesperostipa comata,HECO26,NV010-5-HECO26,100000,1000,1,P,3,,41.3552580520971,-115.757562815453,115,41,45,21,27.2261356313606,18.928987549557,41°21'18.92898754955695 N,115°45'27.22613563136065 E,Geopoint,WGS84,6064.08462387064,Tuscarora Field Office,Adobe Range,"0.9 hrs from Elko NV via NV-225 N. Head N on NV-225 for 42.3 mi. Turn R onto unnamed road, and continue for 0.4 mi until crossing the North Folk Humboldt River. Continue for another 2.3 mi, heading E. Turn R onto another dirt road for 0.2 mi, heading N.",Nevada,Elko,13E,10 - 15 / semi-arid,BLM,,R025XY018NV - CLAYPAN 10-12 P.Z.,"ERUM,ACHY,EROV,ARCAB3,ALAC4",None,,Foothills,"Recreation,Grazing",,6,NW,Silt_Loam,7.5YR 3/3,4,7/18/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Elko BLM District Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,9/1/2023 11:08:29 PM,7/21/2023 12:23:21 AM,hazeyserm,9/18/2023 4:42:51 PM,rbenkendorf,,Central Basin and Range,1848,Y,,,,-115.757562815453,41.3552580520971
20,7e883d94-98c1-4aaa-8118-bda5ad856c98,No,,Y,Y,NV040,370,NV040-370,HES9,7/24/2023 12:00:00 AM,7/25/2023 12:00:00 AM,Y,7/25/2023 12:00:00 AM,N,,"Sermersheim, H., Rytting, G.",Pseudoroegneria spicata,PSSP6,NV040-370-PSSP6,100000,3587,2,P,3.5,,38.9969986308045,-114.687985705003,114,38,41,59,16.7485380104461,49.1950708962696,38°59'49.19507089626961 N,114°41'16.748538010446055 E,Geopoint,WGS84,7501.34591195419,Bristlecone Field Office,Steptoe Valley,"Heading South on US-93 Ely, NV 89301. Head west on US-50 E/US-93 S/Great Basin Blvd toward 7th St E for 19.9 mi. Turn right for 2.5 mi. Keep left and continue for 0.2 mi. Keep left for 0.2 mi. Destination will be on the left.",Nevada,White Pine,13E,10 - 15 / semi-humid,BLM,,R028BY011NV - SHALLOW CALCAREOUS LOAM 8-10 P.Z.,"ARCAB3,ACHY,PIMO,ELEL5,JUOS",None,,Footslope,Recreation,"Unconsolidated, undifferentiated",4,E,Silty_Clay_Loam,7.5YR 4/3,4,7/25/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA),, Bristlecone Pine Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,,7/29/2023 9:03:48 PM,hazeyserm,9/15/2023 11:19:21 PM,rbenkendorf,,Central Basin and Range,2286,Y,,,,-114.687985705003,38.9969986308045
21,4aaaea8b-1175-498a-9ef7-b938fa5e1178,No,,Y,Y,NV040,371,NV040-371,HES10,7/25/2023 12:00:00 AM,7/26/2023 12:00:00 AM,N,,,,"Sermersheim, H., Rytting, G.",Achnatherum hymenoides,ACHY,NV040-371-ACHY,300000,750,1,P,2,,38.997037584729,-114.68797258155,114,38,41,59,16.7012935786681,49.3353050244002,38°59'49.33530502440021 N,114°41'16.70129357866813 E,Geopoint,WGS84,7503.70590057689,Bristlecone Field Office,Steptoe Valley,"0.5 hrs from Ely NV via US-50 E/US-93 S/Great Basin Blvd. Head S on US-50 for 19.9 mi. Turn R onto dirt road, heading S. Continue for 2.9 mi, keeping to the L while passing two forks in the road. Population will be on the L/S side of the road.",Nevada,White Pine,13E,10 - 15 / semi-humid,BLM,,R028BY011NV - SHALLOW CALCAREOUS LOAM 8-10 P.Z.,"PSSP6,ARCAB3,PIMO,ELEL5,JUOS",None,,Footslope,Recreation,"Unconsolidated, undifferentiated",4,E,Silty_Clay_Loam,7.5YR 4/3,4,7/25/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Ely District Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Day_of_Collection,7/25/2023 9:53:38 PM,7/29/2023 9:10:48 PM,hazeyserm,9/18/2023 4:28:05 PM,sgarcia61,22,Central Basin and Range,2287,Y,,,,-114.68797258155,38.997037584729
22,f39cba9d-08bc-4146-bfa1-3a4d2c1f7f0f,No,,Y,N,NV060,17,NV060-17,,6/26/2023 12:00:00 AM,6/27/2023 12:00:00 AM,Y,6/27/2023 12:00:00 AM,N,,"Lott, P., Depies, M.",Hesperostipa comata,HECO26,NV060-17-HECO26,25000,5060,350,P,3,Large population of healthy plants in sandy basin.,38.4594565005666,-116.109841083443,116,38,6,27,35.4279003959812,34.0434020399232,38°27'34.043402039923194 N,116°6'35.42790039598117 E,Geopoint,WGS84,5931.93913362796,Tonopah FO,Little Lunar Cuesta,"1.1 hrs from Tonopah via US-6 E. Head E on US-6 for 74.8 mi, past Warm Springs. After passing the L turn off for Halligan Mesa, continue for 2.9 mi and turn R onto Mcr955535 Rd, heading S into Lunar Crater. Continue for 1.7 mi, population begins along roadside and extends into backcountry.",Nevada,Nye,13E,15 - 20 / arid,BLM,,R029XY046NV - SANDY LOAM 5-8 P.Z.,"ARCAB3,ACHY,OECA10,PLJA,SPPA2","None,Invasives",,Basin,Rangeland,"Unconsolidated, undifferentiated",3,N,Sand,10YR 5/3,4,6/20/2023 10:04:02 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,6/23/2023 7:00:00 PM,7/31/2023 5:02:02 PM,paytonlott00,9/15/2023 10:04:07 PM,rbenkendorf,,Central Basin and Range,1808,N,,,,-116.109841083443,38.4594565005666
23,b9f3e693-2441-464d-a4bb-fb31661a0568,No,,N,N,NV060,18,NV060-18,,6/27/2023 12:00:00 AM,6/28/2023 12:00:00 AM,Y,6/28/2023 12:00:00 AM,N,,"Lott, P., Depies, M.",Achnatherum hymenoides,ACHY,NV060-18-ACHY,15000,3500,325,P,1.5,,38.0676859911827,-116.996019352386,116,38,59,4,45.6696685892416,3.66956825761577,38°4'3.669568257615765 N,116°59'45.66966858924161 E,Geopoint,WGS84,5401.55993495915,Tonopah FO,Tonopah Bomb Range Road,"1 hr from Tonopah via US-6 E. Head E on US-6 for 74.6 mi. After passing the L turn off for Halligan Mesa, continue for 2.9 mi and turn left onto Moores Station Road N. Population extending E and W from roadway.",Nevada,Nye,13E,15 - 20 / arid,BLM,, R029XY017NV - LOAMY 5-8 P.Z.,"GUSA2, HECO26, PLRI3, OECA2, SPAM2",None,,Basin,Rangeland,"Unconsolidated, undifferentiated",4,W,Sand,Light brown,4,6/20/2023 4:42:24 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,6/23/2023 4:44:48 PM,7/31/2023 5:02:03 PM,paytonlott00,9/15/2023 10:00:11 PM,rbenkendorf,,Central Basin and Range,1646,Y,,,,-116.996019352386,38.0676859911827
24,cf676012-585f-415c-9646-f832dee283ee,No,,Y,N,NV060,19,NV060-19,,7/11/2023 12:00:00 AM,7/11/2023 7:00:00 AM,N,,,,"Lott, P.",Sphaeralcea parvifolia,SPPA2,NV060-19-SPPA2,80000,2100,150,P,2,Massive super bloom. Many tens of thousands of individuals. ,38.9218961627985,-117.941808503586,117,38,56,55,30.510612910839,18.8261860746394,38°55'18.826186074639395 N,117°56'30.510612910838972 E,Geopoint,WGS84,4631.82313788319,Tonopah FO,Gabbs Wash,"1.7 hrs from Tonopah NV via US-95 N. Head north on US-95 N/N Main St for 78.9 miles, then turn R onto NV-316 N and continue for 35.2 miles. Just as Gabs Airport comes into view, turn R onto Lodi Valley Road, heading NE. Plants found on both sides of road.",Nevada,Nye,13E,15 - 20 / arid,BLM,,R029XY012NV - SANDY 5-8 P.Z.,"SABA14,ERMA2,TINU2,SATR12","None,Invasives",,Basin,"Grazing,Rangeland","Unconsolidated, undifferentiated",3,SW,Sand,White gray,4,6/21/2023 9:47:57 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,8/25/2023 9:49:30 PM,7/31/2023 5:02:03 PM,paytonlott00,9/15/2023 9:49:51 PM,rbenkendorf,6,Central Basin and Range,1411,,,,,-117.941808503586,38.9218961627985
25,c91f57b8-4449-43d0-bd93-611270cd483a,No,,Y,Y,NV060,20,NV060-20,,7/18/2023 12:00:00 AM,7/18/2023 7:00:00 AM,Y,9/20/2023 12:00:00 AM,N,,"Lott, P., Benkendorf, R., Garcia, S",Peritoma lutea,CLLU2,NV060-20-CLLU2,30000,2950,350,P,2.5,Sandy Basin wash. Invasives present and dominant in some areas. ,38.3574983180271,-116.238078899881,116,38,14,21,17.0840395711514,26.993944897705,38°21'26.993944897704978 N,116°14'17.08403957115138 E,Geopoint,WGS84,5228.23841825292,Tonopah FO,Hot Creek Valley Wash,Drive East from Tonopah on HWY 6 until reaching Blue Jay HMS. Park at wash southwest of HMS,Nevada,Nye,13E,10 - 15 / arid,BLM,,Basin,"SARCO,HAGL,GRPU3,ATRIP,DISP,SPORO",None,,"Basin,Wash",Rangeland,"Unconsolidated, undifferentiated.",2,N,Loamy_Sand,Light brown,4,6/20/2023 9:29:37 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,6/23/2023 9:30:17 PM,7/31/2023 5:02:04 PM,paytonlott00,9/21/2023 4:44:55 PM,paytonlott00,,Central Basin and Range,1593,,,,9/20/2023 7:00:00 AM,-116.238078899881,38.3574983180271
26,44d8010e-7750-44c6-aedd-81cf4e2e2579,No,,Y,N,NV060,22,NV060-22,,7/19/2023 12:00:00 AM,7/20/2023 12:00:00 AM,Y,7/20/2023 12:00:00 AM,N,,"Lott, P., Benkendorf, R., Sermersheim, H., Rytting, G.",Poa secunda,POSE,NV060-22-POSE,100000,5000,300,P,2,,39.2617787027229,-117.719924157049,117,39,43,15,11.7269653780636,42.4033298024398,39°15'42.40332980243977 N,117°43'11.726965378063596 E,Geopoint,WGS84,7318.54498922571,Mount Lewis FO,Desatoya Mtns,"1.2 hrs from Fallon NV via US-50 E and NV-722 E/State Hwy 2. Follow US-50 E 50.2 mi. Shortly after passing through Middlegate Turn R on NV-722 E/State Hwy 2 16.9 mi. Shortly after driving over the pass, and out of the fire-burn scar turn right (south) on dirt road and park in pull around, 0.1 mi. Population extends downhill to South, North, and East.",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,R024XY027NV - CLAYPAN 12-16 P.Z.,"ARAR8, JUNIP, PINUS, GUSA2",Grazed,,Hills,Rangeland,"Igneous and Sedimentary, undifferentiated",10,S,Sandy_Clay_Loam,7.5YR 3/2,4,6/21/2023 6:38:32 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis FIeld Office ","R. Benkendorf, Chicago Botanic Garden.",From_Pressed_Specimen_on_Another_Date,6/23/2023 6:39:13 PM,7/31/2023 5:02:04 PM,paytonlott00,9/18/2023 5:00:17 PM,rbenkendorf,,Central Basin and Range,2230,Y,,,,-117.719924157049,39.2617787027229
27,07e4270d-6d20-432f-8060-bf3e0e26a0bf,No,,Y,,NV060,21,NV060-21,,7/19/2023 12:00:00 AM,7/20/2023 12:00:00 AM,N,,,,"Lott, P., Benkendorf, R. Rytting, G.",Erigeron bloomeri,ERBL,NV060-21-ERBL,9000,1400,150,P,0.5,,39.2618173604988,-117.719943871567,117,39,43,15,11.7979376399103,42.5424977956141,39°15'42.542497795614054 N,117°43'11.797937639910288 E,Geopoint,WGS84,7322.16638187652,Mount Lewis FO,Desatoya Mtns,"1.2 hrs from Fallon NV via US-50 E and NV-722 E/State Hwy 2. Follow US-50 E 50.2 mi. Shortly after passing through Middlegate Turn R on NV-722 E/State Hwy 2 16.9 mi. Shortly after driving over the pass, and out of the fire-burn scar turn right (south) on dirt road and park in pull around, 0.1 mi. Population extends downhill to South, North, and East.",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,R024XY027NV - CLAYPAN 12-16 P.Z.,"ARAR8, JUNIP, PINUS, GUSA2",Grazed,,Hillslope,Rangeland,"Igneous and Sedimentary, undifferentiated",10,S,Silty_Clay_Loam,7.5YR 3/2,4,6/21/2023 6:31:38 PM,"US, RENO, NDA, BMDO","R. Benkendorf, Chicago Botanic Garden.",From_Pressed_Specimen_on_Another_Date,6/23/2023 6:32:45 PM,7/31/2023 5:02:05 PM,paytonlott00,9/18/2023 4:39:55 PM,rbenkendorf,,Central Basin and Range,2231,Y,,,,-117.719943871567,39.2618173604988
28,0cdb556d-d2a9-4175-96fb-6dd1905613a7,No,,N,N,NV060,24,NV060-24,,7/19/2023 12:00:00 AM,7/19/2023 7:00:00 AM,N,,,,"Benkendorf, R., Rytting, G.",Elymus multisetus,ELMU3,NV060-24-ELMU3,3000,800,100,P,1,,39.261810685893,-117.719949282667,117,39,43,15,11.8174176017715,42.5184692147099,39°15'42.51846921470985 N,117°43'11.817417601771467 E,Geopoint,WGS84,7321.30711159738,Mount Lewis FO,Desatoya Mtns,"1.2 hrs from Fallon NV via US-50 E and NV-722 E/State Hwy 2. Follow US-50 E 50.2 mi. Shortly after passing through Middlegate Turn R on NV-722 E/State Hwy 2 16.9 mi. Shortly after driving over the pass, and out of the fire-burn scar turn right (south) on dirt road and park in pull around, 0.1 mi.",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,R024XY027NV - CLAYPAN 12-16 P.Z.,"ARAR8, POSE, FEID, ACTH7",Grazed,,Hills,Rangeland,"Igneous and Sedimentary, undifferentiated",10,S,Sandy_Clay_Loam,7.5YR 3/2 ,4,7/20/2023 6:15:05 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis Field Office","R. Benkendorf, Chicago Botanic Garden.",From_Pressed_Specimen_on_Another_Date,8/28/2023 6:16:43 PM,7/31/2023 5:02:06 PM,paytonlott00,9/18/2023 5:00:38 PM,rbenkendorf,,Central Basin and Range,2231,,,,,-117.719949282667,39.261810685893
29,bb271798-1ba9-4ca4-81a9-5d7e80838960,No,,,,NV060,23,NV060-23,,7/20/2023 12:00:00 AM,7/20/2023 7:00:00 AM,N,,,,"Lott, P., Sermersheim, H.",Achnatherum thurberianum,ACTH7,NV060-23-ACTH7,3500,800,100,P,2.5,,39.2403661149884,-117.786378080336,117,39,47,14,10.9610892100352,25.3180139582304,39°14'25.31801395823038 N,117°47'10.961089210035198 E,Geopoint,WGS84,6125.33804002752,Stillwater FO,Desatoya Mtns,1.2 hrs from Fallon NV via US-50 E. Follow US-50 E 50.2 mi. Turn R on NV-722 E/State Hwy 2 and continue for 12.2 mi until reaching picnic area on south side of road near old corral. Population begins on North side of road extending uphill.,Nevada,Churchill,13E,15 - 20 / semi-arid,BLM,,R028BY114NV - Volcanic Mountain Savanna,"ELEL5, BRTE, PHHO, ARTR2, PINUS",Grazed,,Foothills,Rangeland,"Igneous and Sedimentary, undifferentiated",20,SW,Loamy_Sand,White Brown,4,6/21/2023 7:08:28 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis FIeld Office","R. Benkendorf, Chicago Botanic Garden.",From_Pressed_Specimen_on_Another_Date,6/23/2023 7:09:04 PM,7/31/2023 5:02:06 PM,paytonlott00,9/15/2023 11:15:01 PM,rbenkendorf,,Central Basin and Range,1867,Y,,,,-117.786378080336,39.2403661149884
30,2c453841-a779-4b74-85bf-d0b4676670cf,No,,N,N,NV060,25,NV060-25,,7/21/2023 12:00:00 AM,7/31/2023 7:00:00 AM,Y,7/24/2023 12:00:00 AM,Y,20230724-20230727,"Lott, P.",Festuca idahoensis,FEID,NV060-25-FEID,11000,2150,200,P,2,,39.2636707872764,-117.717285707644,117,39,43,15,2.22854751710429,49.2148341949502,39°15'49.214834194950186 N,117°43'2.228547517104289 E,Geopoint,WGS84,7267,Mount Lewis FO,Desatoya Mtns,"1.2 hrs from Fallon NV via US-50 E and NV-722 E/State Hwy 2. Follow US-50 E 50.2 mi. Shortly after passing through Middlegate Turn R on NV-722 E/State Hwy 2 16.9 mi. Shortly after driving over the pass, and out of the fire-burn scar turn right (south) on dirt road and park in pull around, 0.1 mi.",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,R024XY021NV - LOAMY SLOPE 12-14 P.Z.,"ARAR8, POSE, ACTH7, ELYMU",Grazed,,Hills,Rangeland,"Igneous and Sedimentary, undifferentiated",10,S,Sandy_Clay_Loam,7.5YR 3/2,4,7/20/2023 5:35:04 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Mount Lewis FIeld Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,8/28/2023 5:37:28 PM,7/31/2023 5:02:06 PM,paytonlott00,9/18/2023 4:59:59 PM,rbenkendorf,,Central Basin and Range,2215,,,,,-117.717285707644,39.2636707872764
