ObjectID,GlobalID,SPEC_CHAR,LIN_NUM,Did you complete the associated Scouting Form?,Have you completed the associated Collection Equation Form?,COLL_ID,Collection Number,Seed Collection Reference Number,Alt. Collection Number,COLL_DT,adjusted_date,Did you collect on a second date?,SECOND_COLL_DT,Did you collect on additional days?,Date range,Collector Name(s),Taxa,NRCS PLANTS Code,outboxID,Approximate Number of Plants Found,Number of Plants Sampled,Collection Area Sampled in Acres,Seeds Collected From,Average Plant Height in Feet,Field Notes,Latitude,Longitude,Degree_long,Degree_lat,min_long,min_lat,long_sec,lat_sec,LATITUDE,LONGITUDE,GEOREF_SOURCE,GPS Datum,Elevation in feet,Subunit,Area within subunit,Location Details,State,County,Ecoregion Code,Seed Zone,Land owner,Non-BLM permission filed?,"Ecological Site Description, Habitat Type and/or National Vegetation Classification",Associated Species List,Modifying Factors,Describe other modifying factors,Land Form,Land Use,Geology,Approximate Slope in Degrees,Aspect,Soil Texture,SOIL_COLOR,Number of pressed specimens,Date voucher taken,Herbaria Receiving the Specimen,Identified by,Location of Identification,Date Identified,CreationDate,Creator,EditDate,Editor,Empirical Seed Zone,Ecoregion Name,Elevation in meters,NDA voucher collected?,NDA voucher number,Date Source ID application submitted to NDA?,adjusted_date2,x,y
14,5afcefbf-a549-401b-93e6-f3dd7d157912,No,,Y,Y,UT010,9,UT010-9,,7/11/2023 12:00:00 AM,7/12/2023 12:00:00 AM,Y,7/12/2023 12:00:00 AM,N,,"PAM, RB, CB",Agrostis airoides,SPAI,UT010-9-SPAI,10000,1390,4,P,2,"Many bugs, needs to be treated.",39.6457911272913,-113.862049451433,113,39,51,38,43.3780251582186,44.8480582486678,39°38'44.848058248667826 N,113°51'43.378025158218634 E,Geopoint,WGS84,4736.86475728802,E of Partoun,S Jones road,Take S E Partoun Road for 0.5 miles. Turn left onto W Partoun Cutoff Road/Rawlings Blvd for 1 mile. Turn left onto S Jones Rd along power lines for 0.7 miles.,Utah,Juab,13E,10 - 15 / arid,BLM,,Desert brushland,"SAVE4,DISP,BAAM4,ACHY,ALOC2",Grazed,,Flat,"Conservation,Grazing,Multiple_Use,Rangeland,Recreation,Wildlife_Habitat",Sedimentary rock,2,W,Clay,10YR 5/3,5,7/11/2023 6:00:00 PM,"US,FILLMORE FO, UTC, RENO",Reed Benkendorf,In_Field,7/11/2023 6:00:00 PM,7/16/2023 3:18:10 PM,112phoenixmcfarlane,7/31/2023 11:21:20 PM,ksnyder14,,Central Basin and Range,1443,,,,,-113.862049451433,39.6457911272913
15,b82e0af3-49c3-44db-8e49-bcb1bf1f93a4,No,,Y,Y,FWS0800,46,FWS0800-46,N/A,7/11/2023 12:00:00 AM,7/11/2023 7:00:00 AM,N,,,,"S. Plants, A. Sigarroa",Achnatherum thurberianum,ACTH7,FWS0800-46-ACTH7,500000,500000,50,P,2,Some plants are in post seed and some are seeding.,41.7663171804255,-119.136520411556,119,41,8,45,11.4734816022872,58.741849531657,41°45'58.74184953165695 N,119°8'11.473481602287166 E,Geopoint,WGS84,5488.4115792759,BLM,Sheldon,Drive up rocky hill on Sheldon Antelope Range rd. Population on both sides of road once it plateaus.,Nevada,Humboldt,80E,15 - 20 / semi-arid,BLM,,Sagebrush steppe,"ARCAB3,ELEL5,POSE,CAAM32,BRTE",Invasives,,Backslope,"Protected,Wildlife_Habitat,Multiple_Use",N/A,-10,E,Silt_Loam,10YR 3/3,3,6/7/2023 7:00:00 PM,"University of Nevada, Reno; US Forest Service Humboldt-Toiyabe National Forest Supervisor’s Office; Smithsonian ","Sophia Heston, FWS",From_Pressed_Specimen_on_Another_Date,7/17/2023 7:00:00 PM,7/17/2023 4:09:50 PM,averymsigarroa,9/11/2023 10:28:11 PM,averymsigarroa,N/A,Northern Basin and Range,1672,N,,,,-119.136520411556,41.7663171804255
16,7fa23473-70c6-4d93-b8dd-97523542eda8,No,,Y,Y,UT040,29,UT040-29,,7/18/2023 12:00:00 AM,7/19/2023 12:00:00 AM,Y,7/19/2023 12:00:00 AM,N,,"PAM, CB",Crepis acuminata,CRAC2,UT040-29-CRAC2,40000,8360,1280,P,1.4,Very steep and rocky terrain ,38.1351746010938,-112.763725945627,112,38,45,8,49.4134042561825,6.62856393778782,38°8'6.628563937787817 N,112°45'49.4134042561825 E,Geopoint,WGS84,7361.21854517246,SE Minersville,Bald Hills Road,"From Minersville UT, head E on Highway 21 for 8.3 miles. Take a right and head E on W Beanfarm road for 2.4 miles. Take a a right turn headed S on unmarked road and stay on road for 0.6 miles. Keep left for 7 miles and turn right onto Chalk Hollow Loop for 0.1 miles then turn left onto Bald Hills Rd for 0.6 miles. Population is on E side of road about midway up hill about three acre long. Population also follows road on left hand side.",Utah,Iron,13E,10 - 15 / semi-humid,BLM,,Higher elevation grassland,"ACHY,HECO26,BASA3,ELEL5,ARCAB3","Seeded,Grazed,Invasives",,"Ridge,Depression","Conservation,Grazing,Multiple_Use,Rangeland,Recreation,Wildlife_Habitat",Granite,25,E,Sandy_Clay_Loam,10YR 2/2,4,7/5/2023 6:00:00 PM,"US, CEDAR CITY FO, UTC, RENO",Lara Kitchen; CEDAR CITY BLM,From_Pressed_Specimen_on_Another_Date,7/19/2023 6:00:00 PM,7/20/2023 7:21:46 PM,112phoenixmcfarlane,7/31/2023 11:21:28 PM,ksnyder14,,Central Basin and Range,2243,N,,,,-112.763725945627,38.1351746010938
17,c49b1f18-36e9-4dd6-9582-e393877ffc95,No,,Y,Y,FWS0800,47,FWS0800-47,N/A,7/19/2023 12:00:00 AM,7/19/2023 7:00:00 AM,N,,,,"Sigarroa, A., Plante, S.",Achnatherum thurberianum,ACTH7,FWS0800-47-ACTH7,500000,1000,100,P,2,"Plant seed heads are at different stages of ripening. Some seeds are white and have a double bent awn, while the other seeds are still green. Checked on population two days before this collection day, today they developed significantly faster within that time frame. Seeds can develop quickly so be sure to keep and eye on this species as it can be finicky. Huge beautiful populations in Sheldon to be collected from.",41.9758494012451,-119.411956742517,119,41,24,58,43.0442730614777,33.0578444824096,41°58'33.057844482409564 N,119°24'43.044273061477725 E,Geopoint,WGS84,6402.97599830553,Sheldon NWR,Round mountain ,On the 2 trac road near the base of Round Mountain. Population is on both sides of the 2 trac.,Nevada,Humboldt,,"15-20, 6-12",BLM Land,N,Sagebrush steppe,"ARCAB3,ELEL5,POSE,BRTE,ERCA8,ERLA6",Invasives,,"Toeslope,Flat","Protected,Multiple_Use",N/A,-3,NW,Clay_Loam,10YR 3/1,3,6/8/2023 7:00:00 PM,"Smithsonian, UNR, US Forest service Humboldt-Toiyabe National Forest Supervisor’s Office ","Sophia Heston, FWS",From_Pressed_Specimen_on_Another_Date,7/17/2023 7:00:00 PM,7/20/2023 9:12:55 PM,averymsigarroa,9/11/2023 10:30:06 PM,averymsigarroa,N/A,13,1951,N,,,,-119.411956742517,41.9758494012451
18,291dfc39-0f03-4cb6-8943-b25fc48a0fc7,No,,Y,Y,NV010,4,NV010-4,HES5,7/17/2023 12:00:00 AM,7/18/2023 12:00:00 AM,,,,,"Sermersheim, H., Rytting, G.",Achnatherum hymenoides,ACHY,NV010-4-ACHY,100000,2000,1,P,2,,41.3553018886573,-115.757543079556,115,41,45,21,27.1550864008873,19.0867991662083,41°21'19.086799166208266 N,115°45'27.155086400887285 E,Geopoint,WGS84,6063.37214611818,Tuscarora Field Office,Adobe Range,"From Bureau of Land Management, Elko District, Ruby Mountain Hot Shots 3900 Idaho St, Elko, NV 89801. Head southwest on Idaho St toward Ironhorse Dr for 1.0 mi. Turn right onto E Jennings Way for 0.2 mi. Turn left to merge onto I-80 W for 2.2 mi. Take exit 301 for NV-225 toward Elko/Downtown for 0.3 mi. Turn right onto NV-225 N, Pass by Burger King (on the right) for 41.4 mi. Turn right onto dirt road and continue for 2.6 mi",Nevada,Elko,13E,10 - 15 / semi-arid,BLM,,,"ERUM,GUSA2,ARCAB3,BRTE,HECO26",Grazed,,Foothills,"Grazing,Recreation",,6,NW,Silt_Loam,10YR 3/3,4,7/17/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,7/21/2023 12:17:09 AM,hazeyserm,7/31/2023 11:21:38 PM,ksnyder14,,Central Basin and Range,1848,Y,,,,-115.757543079556,41.3553018886573
19,9543458f-a363-461b-8ca8-5b38ec268ae6,No,,Y,Y,NV010,5,NV010-5,HES8,7/18/2023 12:00:00 AM,7/19/2023 12:00:00 AM,,,,,"Sermersheim, H., Rytting, G.",Hesperostipa comata,HECO26,NV010-5-HECO26,100000,1000,1,P,3,,41.3552580520971,-115.757562815453,115,41,45,21,27.2261356313606,18.928987549557,41°21'18.92898754955695 N,115°45'27.22613563136065 E,Geopoint,WGS84,6064.08462387064,Tuscarora Field Office,Adobe Range,"From Bureau of Land Management, Elko District, Ruby Mountain Hot Shots 3900 Idaho St, Elko, NV 89801. Head southwest on Idaho St toward Ironhorse Dr for 1.0 mi. Turn right onto E Jennings Way for 0.2 mi. Turn left to merge onto I-80 W for 2.2 mi. Take exit 301 for NV-225 toward Elko/Downtown for 0.3 mi. Turn right onto NV-225 N, Pass by Burger King (on the right) for 41.4 mi. Turn right onto dirt road and continue for 2.6 mi",Nevada,Elko,13E,10 - 15 / semi-arid,BLM,,,"ERUM,ACHY,EROV,ARCAB3,ALAC4",None,,Foothills,"Recreation,Grazing",,6,NW,Silt_Loam,7.5YR 3/3,4,7/18/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,7/21/2023 12:23:21 AM,hazeyserm,7/31/2023 11:21:42 PM,ksnyder14,,Central Basin and Range,1848,Y,,,,-115.757562815453,41.3552580520971
20,7e883d94-98c1-4aaa-8118-bda5ad856c98,No,,Y,Y,NV040,370,NV040-370,HES9,7/24/2023 12:00:00 AM,7/25/2023 12:00:00 AM,Y,7/25/2023 12:00:00 AM,N,,"Sermersheim, H., Rytting, G.",Pseudoroegneria spicata,PSSP6,NV040-370-PSSP6,100000,3587,2,P,3.5,,38.9969986308045,-114.687985705003,114,38,41,59,16.7485380104461,49.1950708962696,38°59'49.19507089626961 N,114°41'16.748538010446055 E,Geopoint,WGS84,7501.34591195419,Bristlecone Field Office,Steptoe Valley,"Heading South on US-93 Ely, NV 89301. Head west on US-50 E/US-93 S/Great Basin Blvd toward 7th St E for 19.9 mi. Turn right for 2.5 mi. Keep left and continue for 0.2 mi. Keep left for 0.2 mi. Destination will be on the left.",Nevada,White Pine,13E,10 - 15 / semi-humid,BLM,,,"ARCAB3,ACHY,PIMO,ELEL5,JUOS",None,,Footslope,Recreation,,4,E,Silty_Clay_Loam,7.5YR 4/3,4,7/25/2023 7:00:00 PM,"Smithsonian, Ely BLM Office, NDA, University of Nevada",,,,7/29/2023 9:03:48 PM,hazeyserm,8/28/2023 3:48:06 PM,hazeyserm,,Central Basin and Range,2286,Y,,,,-114.687985705003,38.9969986308045
21,4aaaea8b-1175-498a-9ef7-b938fa5e1178,No,,Y,Y,NV040,371,NV040-371,HES10,7/25/2023 12:00:00 AM,7/26/2023 12:00:00 AM,N,,,,"Sermersheim, H., Rytting, G.",Achnatherum hymenoides,ACHY,NV040-371-ACHY,300000,750,1,P,2,,38.997037584729,-114.68797258155,114,38,41,59,16.7012935786681,49.3353050244002,38°59'49.33530502440021 N,114°41'16.70129357866813 E,Geopoint,WGS84,7503.70590057689,Bristlecone Field Office,Steptoe Valley,"Heading South on US-93 Ely, NV 89301. Head west on US-50 E/US-93 S/Great Basin Blvd toward 7th St E for 19.9 mi. Turn right for 2.5 mi. Keep left and continue for 0.2 mi. Keep left for 0.2 mi. Destination will be on the left.",Nevada,White Pine,13E,10 - 15 / semi-humid,BLM,,,"PSSP6,ARCAB3,PIMO,ELEL5,JUOS",None,,Footslope,Recreation,,4,E,Silty_Clay_Loam,7.5YR 4/3,4,7/25/2023 7:00:00 PM,"Smithsonian, Ely BLM Office, NDA, University of Nevada",,,,7/29/2023 9:10:48 PM,hazeyserm,9/7/2023 5:09:53 PM,hazeyserm,,Central Basin and Range,2287,Y,,,,-114.68797258155,38.997037584729
22,f39cba9d-08bc-4146-bfa1-3a4d2c1f7f0f,No,,Y,N,NV060,17,NV060-17,,6/26/2023 12:00:00 AM,6/27/2023 12:00:00 AM,Y,6/27/2023 12:00:00 AM,N,,"Lott, P., Depies, M.",Hesperostipa comata,HECO26,NV060-17-HECO26,25000,5060,350,P,3,Large population of healthy plants in sandy basin.,38.4594565005666,-116.109841083443,116,38,6,27,35.4279003959812,34.0434020399232,38°27'34.043402039923194 N,116°6'35.42790039598117 E,Geopoint,WGS84,5931.93913362796,Tonopah FO,Little Lunar Cuesta,"From Tonopah, travel East to Warm Springs. Continue East on HWY 6. After Sandy Springs summit, HECO population begins alongside road and extends to Lunar Crater backcountry Byway",Nevada,Nye,13E,15 - 20 / arid,BLM,,Sandy Basin,"ARCAB3,ACHY,OECA10,PLJA,SPPA2","None,Invasives",,Basin,Rangeland,,3,N,Sand,10YR 5/3,4,,,"Payton Lott, Chicago Botanic Garden, Reed Benkendorf, Chicago Botanic Garden",In_Field,7/28/2023 7:00:00 PM,7/31/2023 5:02:02 PM,paytonlott00,8/21/2023 7:17:19 PM,paytonlott00,,Central Basin and Range,1808,N,,,,-116.109841083443,38.4594565005666
23,b9f3e693-2441-464d-a4bb-fb31661a0568,No,,N,N,NV060,18,NV060-18,,6/27/2023 12:00:00 AM,6/28/2023 12:00:00 AM,Y,6/28/2023 12:00:00 AM,N,,"Lott, P., Depies, M.",Achnatherum hymenoides,ACHY,NV060-18-ACHY,15000,3500,325,P,1.5,,38.0676859911827,-116.996019352386,116,38,59,4,45.6696685892416,3.66956825761577,38°4'3.669568257615765 N,116°59'45.66966858924161 E,Geopoint,WGS84,5401.55993495915,Tonopah FO,Tonopah Bomb Range Road,Drive East from Tonopah until reaching Tonopah Test Range road. Turn south into ACHY population extending east and west from roadway. ,Nevada,Nye,13E,15 - 20 / arid,BLM,,,,None,,Basin,Rangeland,,4,W,Sand,Light brown,,,,,,,7/31/2023 5:02:03 PM,paytonlott00,8/21/2023 7:20:05 PM,paytonlott00,,Central Basin and Range,1646,,,,,-116.996019352386,38.0676859911827
24,cf676012-585f-415c-9646-f832dee283ee,No,,Y,N,NV060,19,NV060-19,,7/11/2023 12:00:00 AM,7/11/2023 7:00:00 AM,N,,,,Payton Lott,Sphaeralcea parvifolia,SPPA2,NV060-19-SPPA2,80000,2100,150,P,2,Massive super bloom. Many tens of thousands of individuals. ,38.9218961627985,-117.941808503586,117,38,56,55,30.510612910839,18.8261860746394,38°55'18.826186074639395 N,117°56'30.510612910838972 E,Geopoint,WGS84,4631.82313788319,Tonopah FO,Gabbs Wash,Drive North from Gabbs until reaching plain north of airport. Plants found on both sides of the road. ,Nevada,Nye,13E,15 - 20 / arid,BLM,,,"SABA14,ERMA2,TINU2,SATR12","None,Invasives",,Basin,"Grazing,Rangeland",,3,SW,Sand,White gray,4,6/21/2023 7:00:00 PM,,Reed Benkendorf,From_Pressed_Specimen_on_Another_Date,,7/31/2023 5:02:03 PM,paytonlott00,8/21/2023 6:42:21 PM,paytonlott00,,Central Basin and Range,1411,,,,,-117.941808503586,38.9218961627985
25,c91f57b8-4449-43d0-bd93-611270cd483a,No,,Y,Y,NV060,20,NV060-20,,7/18/2023 12:00:00 AM,7/19/2023 12:00:00 AM,N,,,,"Lott, P., Benkendorf, R.",Peritoma lutea,CLLU2,NV060-20-CLLU2,30000,2800,350,P,2.5,Sandy Basin wash. Invasives present and dominant in some areas. ,38.3574983180271,-116.238078899881,116,38,14,21,17.0840395711514,26.993944897705,38°21'26.993944897704978 N,116°14'17.08403957115138 E,Geopoint,WGS84,5228.23841825292,Tonopah FO,Hot Creek Valley Wash,Drive East from Tonopah on HWY 6 until reaching Blue Jay HMS. Park at wash southwest of HMS,Nevada,Nye,13E,10 - 15 / arid,BLM,,Basin,"SARCO,HAGL,GRPU3,ATRIP,DISP,SPORO",None,,"Basin,Wash",Rangeland,,2,N,Loamy_Sand,Light brown,,,,,,,7/31/2023 5:02:04 PM,paytonlott00,7/31/2023 11:22:06 PM,ksnyder14,,Central Basin and Range,1593,,,,,-116.238078899881,38.3574983180271
26,44d8010e-7750-44c6-aedd-81cf4e2e2579,No,,Y,N,NV060,22,NV060-22,,7/19/2023 12:00:00 AM,7/20/2023 12:00:00 AM,Y,7/20/2023 12:00:00 AM,N,,"Lott, P., Benkendorf, R., Sermersheim, H., Rytting, G.",Poa secunda,POSE,NV060-22-POSE,100000,5000,300,P,2,,39.2617787027229,-117.719924157049,117,39,43,15,11.7269653780636,42.4033298024398,39°15'42.40332980243977 N,117°43'11.726965378063596 E,Geopoint,WGS84,7318.54498922571,Mount Lewis FO,Desatoya Mtns,"From Middlegate Station, travel East on HWY 50. After shoetree, turn South onto Old HWY 50. Follow HWY until reaching Carroll Summit. From summit, descend and park at first turnout on South side of road. Population extends downhill to South, North, and East. ",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,,,Grazed,,Hills,Rangeland,,10,S,Sandy_Clay_Loam,Light Brown,,,,,,,7/31/2023 5:02:04 PM,paytonlott00,8/21/2023 7:24:22 PM,paytonlott00,,Central Basin and Range,2230,,,,,-117.719924157049,39.2617787027229
27,07e4270d-6d20-432f-8060-bf3e0e26a0bf,No,,Y,,NV060,21,NV060-21,,7/19/2023 12:00:00 AM,7/20/2023 12:00:00 AM,N,,,,"Lott, P., Benkendorf, R. Rytting, Gus.",Erigeron bloomeri,ERBL,NV060-21-ERBL,9000,1400,150,P,0.5,,39.2618173604988,-117.719943871567,117,39,43,15,11.7979376399103,42.5424977956141,39°15'42.542497795614054 N,117°43'11.797937639910288 E,Geopoint,WGS84,7322.16638187652,Mount Lewis FO,Desatoya Mtns,"From Middlegate Station, travel East on HWY 50. After shoetree, turn South onto Old HWY 50. Follow HWY until reaching Carroll Summit. From summit, descend and park at first turnout on South side of road. Population extends downhill to South, North, and East. ",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,,,Grazed,,Hillslope,Rangeland,,10,S,Silty_Clay_Loam,7.5YR 3/2,,,,,,,7/31/2023 5:02:05 PM,paytonlott00,8/21/2023 7:24:31 PM,paytonlott00,,Central Basin and Range,2231,,,,,-117.719943871567,39.2618173604988
28,0cdb556d-d2a9-4175-96fb-6dd1905613a7,No,,N,N,NV060,24,NV060-24,,7/19/2023 12:00:00 AM,7/19/2023 7:00:00 AM,N,,,,"Benkendorf, R., Rytting, G.",Elymus multisetus,ELMU3,NV060-24-ELMU3,3000,800,100,P,1,,39.261810685893,-117.719949282667,117,39,43,15,11.8174176017715,42.5184692147099,39°15'42.51846921470985 N,117°43'11.817417601771467 E,Geopoint,WGS84,7321.30711159738,Mount Lewis FO,Desatoya Mtns,"From Middlegate Station, travel East on HWY 50. After shoetree, turn South onto Old HWY 50. Follow HWY until reaching Carroll Summit. From summit, descend and park at first turnout on South side of road. Population extends downhill to South, North, and East. ",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,,,Grazed,,Hills,Rangeland,,10,S,Sandy_Clay_Loam,Light brown ,,,,,,,7/31/2023 5:02:06 PM,paytonlott00,8/21/2023 7:24:42 PM,paytonlott00,,Central Basin and Range,2231,,,,,-117.719949282667,39.261810685893
29,bb271798-1ba9-4ca4-81a9-5d7e80838960,No,,,,NV060,23,NV060-23,,7/20/2023 12:00:00 AM,7/20/2023 7:00:00 AM,N,,,,"Lott, P., Sermersheim, H.",Achnatherum thurberianum,ACTH7,NV060-23-ACTH7,3500,800,100,P,2.5,,39.2403661149884,-117.786378080336,117,39,47,14,10.9610892100352,25.3180139582304,39°14'25.31801395823038 N,117°47'10.961089210035198 E,Geopoint,WGS84,6125.33804002752,Stillwater FO,Desatoya Mtns,"From Middlegate Station, travel East on HWY 50. After shoetree, turn South onto Old HWY 50. Follow HWY until reaching picnic area on south side of road near old corral. Population begins on North side of road extending uphill. ",Nevada,Churchill,13E,15 - 20 / semi-arid,BLM,,,,Grazed,,Foothills,Rangeland,,20,SW,Loamy_Sand,White Brown,,,,,,,7/31/2023 5:02:06 PM,paytonlott00,8/21/2023 7:26:30 PM,paytonlott00,,Central Basin and Range,1867,,,,,-117.786378080336,39.2403661149884
30,2c453841-a779-4b74-85bf-d0b4676670cf,No,,N,N,NV060,25,NV060-25,,7/31/2023 12:00:00 AM,7/31/2023 7:00:00 AM,Y,7/24/2023 12:00:00 AM,Y,20230724-20230727,"Lott, P",Festuca idahoensis,FEID,NV060-25-FEID,11000,2150,200,P,2,,39.2636707872764,-117.717285707644,117,39,43,15,2.22854751710429,49.2148341949502,39°15'49.214834194950186 N,117°43'2.228547517104289 E,Geopoint,WGS84,,Mount Lewis FO,Desatoya Mtns,"From Middlegate Station, travel East on HWY 50. After shoetree, turn South onto Old HWY 50. Follow HWY until reaching Carroll Summit. From summit, descend and park at first turnout on South side of road. Population extends downhill to South, North, and East. ",Nevada,Lander,13E,15 - 20 / semi-arid,BLM,,,,Grazed,,Hills,Rangeland,,10,S,Sandy_Clay_Loam,Light Brown ,,,,,,,7/31/2023 5:02:06 PM,paytonlott00,8/21/2023 7:25:08 PM,paytonlott00,,Central Basin and Range,,,,,,-117.717285707644,39.2636707872764
32,b8818338-b6eb-4478-b941-d589aca22d5d,No,,Y,Y,OR020,1218,OR020-1218,3,6/21/2023 12:00:00 AM,6/21/2023 12:00:00 AM,Y,6/22/2023 12:00:00 AM,N,,"Logan Rees, Linda Martin ",Nothocalais troximoides,NOTR2,OR020-1218-NOTR2,10000,5017,100,P,0.6,"High levels of insect activity
",43.5225858305721,-119.2884035551,119,43,17,31,18.2527983597583,21.3089900596282,43°31'21.308990059628172 N,119°17'18.252798359758344 E,Geopoint,WGS84,4582.185186,Sage Hen Flats,Double 0 Ranch Road,"
From Burns head west on 20 for 12 miles. Take left on Double 0 Ranch Road and immediate left after cattle grid to the gravel pit. Area is immediately south of the gravel pit parking area, between the two southbound primitive roads. ",Oregon,Harney,80E,15 - 20 / semi-arid,BLM,,Sagebrush steppe,"NOTR2,ARCAB3,AGGL,FEID,ELEL5,POSE",None,,Plains,"Grazing,Recreation,Rangeland",Gravel and clay,0,S,Other,Edit,4,6/8/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/8/2023 6:00:00 PM,8/4/2023 1:25:24 AM,lmartin49,8/23/2023 6:09:18 PM,lmartin49,,Northern Basin and Range,1396,,,,,-119.2884035551,43.5225858305721
33,19733d61-e16e-4beb-bc5e-21e512db4168,No,,Y,Y,OR020,1219,OR020-1219,5,6/28/2023 12:00:00 AM,6/28/2023 12:00:00 AM,N,,,,"L. Rees, L. Martin",Erigeron chrysopsidis var. austiniae,ERAU6,OR020-1219-ERAU6,1500,917,100,P,0.4,,42.9844922082267,-118.080696819513,118,42,4,59,50.5085502483132,4.17194961629036,42°59'4.171949616290362 N,118°4'50.50855024831321 E,Geopoint,WGS84,4501.93928270089,Lava Tubes ACEC,Ryegrass Creek Road,From Burns Junction travel 10mi North on Highway 78. Take left through gate onto Ryegrass Creek Road. Parking spot 0.2mi after turning. Population is immediately to the South.,Oregon,Malheur,80E,15 - 20 / semi-arid,,,Sagebrush Steppe,ARMI4,None,,Plains,"Grazing,Wilderness,Recreation",,0,Flat,Other,Edit,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","Reed Benkendorf, Chicago Botanic Garden",In_Field,6/15/2023 6:00:00 PM,8/4/2023 1:25:24 AM,lmartin49,8/23/2023 7:05:08 PM,lmartin49,,Northern Basin and Range,1372,,,,,-118.080696819513,42.9844922082267
34,3370490d-217f-4fe0-aaac-f8135bc4dff2,No,,Y,Y,OR020,1220,OR020-1220,10,7/5/2023 12:00:00 AM,7/5/2023 12:00:00 AM,N,,,,"Logan Rees, Linda Martin",Lomatium triternatum,LOTR2,OR020-1220-LOTR2,5000,2052,50,P,1,,43.4776292463537,-119.351611088232,119,43,21,28,5.79991763445037,39.4652868731424,43°28'39.46528687314242 N,119°21'5.799917634450367 E,Geopoint,WGS84,4451.440363515,Sage Hen Flats,Double 0 Ranch Road ,From Burns travel west on Highway 20. Turn left on Double 0 Ranch Road and head south until the pylons. Take primitive road under the pylons until the site. ,Oregon,Harney,80E,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ARCAB3,LONU2,ERLI,ERCOC3,POSE",Grazed,,"Plateau,Plains","Grazing,Rangeland",Lava Rocks,5,W,Other,Edit ,4,7/5/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",From_Photograph,7/4/2023 6:00:00 PM,8/4/2023 1:25:25 AM,lmartin49,8/23/2023 7:18:17 PM,lmartin49,,Northern Basin and Range,1356,,,,,-119.351611088232,43.4776292463537
35,03c74547-f210-4c9a-bf87-f55c2e68b591,No,,Y,Y,OR020,1222,OR020-1222,13,7/12/2023 12:00:00 AM,7/12/2023 12:00:00 AM,Y,7/18/2023 12:00:00 AM,Y,20230719-20230720,Logan Rees Linda Martin,Achnatherum thurberianum,ACTH7,OR020-1222-ACTH7,4000,3410,100,P,3,,43.4530447037381,-119.831639535293,119,43,49,27,53.9023270536495,10.9609334571121,43°27'10.960933457112105 N,119°49'53.902327053649515 E,Geopoint,WGS84,4679.34172431917,Wagontire ,Wagontire Road,From Burns travel west on 20 through Riley. Turn South on Wagontire Road until the site. ,Oregon,Harney,80E,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ERLI,ERCOC3,LONU2,POSE,ARCAB3",Grazed,,Plains,"Grazing,Rangeland",Lava Rocks,5,W,Other,Edit ,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/8/2023 6:00:00 PM,8/4/2023 1:25:25 AM,lmartin49,8/23/2023 8:29:24 PM,lmartin49,,Northern Basin and Range,1426,,,,,-119.831639535293,43.4530447037381
36,2075a50b-f1d7-46fb-98c5-73ae9396a225,No,,Y,Y,OR020,1221,OR020-1221,9,7/11/2023 12:00:00 AM,7/11/2023 12:00:00 AM,N,,,,"L. Rees, L. Martin",Erigeron linearis,ERLI,OR020-1221-ERLI,2000,1027,5,P,0.1,,43.4529759781849,-119.831751549306,119,43,49,27,54.3055775018763,10.7135214657762,43°27'10.713521465776239 N,119°49'54.305577501876314 E,Geopoint,WGS84,4671.91616,Wagontire,Wagontire Gap Ranch Road,From Burns head west on Highway 20 through Riley. Turn left onto Wagontire Road and continue south until site.,Oregon,Harney,80E,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ERCOC3,KOMA,ARCAB3,ACTH7",None,,Plains,Grazing,,1,Flat,Other,Edit,4,7/11/2023 6:00:00 PM,"US, RENO, OSC, UTC","L. Rees, Chicago Botanic Garden",In_Field,7/4/2023 6:00:00 PM,8/4/2023 1:25:26 AM,lmartin49,8/23/2023 7:49:32 PM,lmartin49,,Northern Basin and Range,1424,,,,,-119.831751549306,43.4529759781849
